type,task,length,block_length,threshold,low_threshold,remask_threshold,"exact_match,flexible-extract",average forward calls per token,tokens per second,tokens per second our
remask,humaneval_trash,256,64,0.92,0.45,0.3,,0.16825123265672448,97.51137029975666,62.44488990441682
remask,humaneval_trash,256,64,0.92,0.45,0.35,,0.17297250198467773,95.20326901883944,60.65113918372826
remask,humaneval_trash,256,64,0.92,0.45,0.4,,0.17234073167265632,95.51657638055782,61.085544590002755
remask,humaneval_trash,256,64,0.92,0.48,0.001,,0.1690548695391461,96.97446163091317,61.70323872173426
remask,humaneval_trash,256,64,0.92,0.48,0.1,,0.16883173501791193,97.07663067952905,61.726159915669726
remask,humaneval_trash,256,64,0.92,0.48,0.2,,0.16900565701646653,96.96420751482458,61.66410254205489
remask,humaneval_trash,256,64,0.92,0.48,0.3,,0.169130185647377,96.53106033876746,61.706329939700886
remask,humaneval_trash,256,64,0.92,0.48,0.35,,0.1739777586890329,94.71791682503404,60.2363916913553
remask,humaneval_trash,256,64,0.92,0.48,0.4,,0.1752549636515857,93.87648090956469,59.94357924478042
remask,humaneval_trash,256,64,0.92,0.4,0.1,,0.16701973297182293,97.94035298737118,62.49823168053262
remask,humaneval_trash,256,64,0.92,0.4,0.2,,0.16778085903088366,97.4269905464031,62.23922115104757
remask,humaneval_trash,256,64,0.92,0.4,0.3,,0.1689475941703181,97.13158124611356,62.03474773136565
remask,humaneval_trash,256,64,0.92,0.4,0.35,,0.17158449332376793,95.33138523889417,60.71295903310521
remask,humaneval_trash,256,64,0.92,0.4,0.4,,0.170469023079824,96.2327413207142,61.57816551808106
remask,humaneval_trash,256,64,0.92,0.5,0.1,,0.17012876716621605,96.37979405643226,61.389730310803984
remask,humaneval_trash,256,64,0.92,0.5,0.2,,0.1706162914327095,95.9034916075932,61.047271811306096
remask,humaneval_trash,256,64,0.92,0.5,0.3,,0.17067291945203125,96.35945820671466,61.59993002273542
remask,humaneval_trash,256,64,0.92,0.5,0.35,,0.17511003142728068,94.13819531607581,59.886486158456606
remask,humaneval_trash,256,64,0.92,0.5,0.4,,0.17612188896671532,93.54003482285599,59.72996574970116
remask,humaneval_trash,256,64,0.94,0.33,0.001,,0.1737123493880214,94.55608130623463,60.41913159538735
remask,humaneval_trash,256,64,0.94,0.33,0.1,,0.17364222427236697,94.57511973154045,60.43006564011307
remask,humaneval_trash,256,64,0.94,0.33,0.2,,0.17269397278391968,95.08739773991014,60.706702915514455
remask,humaneval_trash,256,64,0.94,0.33,0.3,,0.17362369868245922,94.7062683639513,60.53914215824601
remask,humaneval_trash,256,64,0.94,0.33,0.35,,0.1779248893487306,92.37181168358191,58.99306447817876
remask,humaneval_trash,256,64,0.94,0.33,0.4,,0.1854668945421782,88.8694949353457,56.98791844304465
remask,humaneval_trash,256,64,0.94,0.36,0.001,,0.17689514550587904,92.66676983509102,59.215145070939506
remask,humaneval_trash,256,64,0.94,0.36,0.1,,0.17688043717248597,92.68427008300975,59.225353314742705
remask,humaneval_trash,256,64,0.94,0.36,0.2,,0.17731732889216104,92.4115308256805,59.06460616666209
remask,humaneval_trash,256,64,0.94,0.36,0.3,,0.17775541919470278,92.53786863029724,59.032350263979325
remask,humaneval_trash,256,64,0.94,0.36,0.35,,0.1777149635728156,92.38138575585778,58.960369203918745
remask,humaneval_trash,256,64,0.94,0.36,0.4,,0.18638469671384572,88.0642805641687,56.63774164930565
remask,humaneval_trash,256,64,0.94,0.3,0.1,,0.17274598342597644,94.94670063550315,60.692560826924975
remask,humaneval_trash,256,64,0.94,0.3,0.2,,0.17189630538149597,95.22438102090354,60.82242846098256
remask,humaneval_trash,256,64,0.94,0.3,0.3,,0.1732337111061505,94.84486933254031,60.64467198043465
remask,humaneval_trash,256,64,0.94,0.3,0.35,,0.18000435528929892,91.24668823083798,58.70893093788644
remask,humaneval_trash,256,64,0.94,0.3,0.4,,0.18842047258188405,87.18290055016318,56.10491442426602
remask,humaneval_trash,256,64,0.94,0.42,0.001,,0.17735617361875497,92.68869464935793,59.17622414751356
remask,humaneval_trash,256,64,0.94,0.42,0.1,,0.1773424405602782,92.67335432229333,59.165432930625194
remask,humaneval_trash,256,64,0.94,0.42,0.2,,0.1769472653569997,92.89015961167544,59.29497389116156
remask,humaneval_trash,256,64,0.94,0.42,0.3,,0.17826242335630382,92.2198522225005,59.045295856992325
remask,humaneval_trash,256,64,0.94,0.42,0.35,,0.1789463636236651,91.80055701906394,58.51472539223696
remask,humaneval_trash,256,64,0.94,0.42,0.4,,0.17960519201533326,91.2633164690802,58.58799790827989
remask,humaneval_trash,256,64,0.94,0.45,0.001,,0.17780923812475039,92.40596768822698,59.02117767021029
remask,humaneval_trash,256,64,0.94,0.45,0.1,,0.17748912252202897,92.68246378626633,59.16005440132061
remask,humaneval_trash,256,64,0.94,0.45,0.2,,0.1767404001943958,92.88821283979078,59.25075368376365
remask,humaneval_trash,256,64,0.94,0.45,0.3,,0.17816527198279844,92.356947599487,59.20939593428829
remask,humaneval_trash,256,64,0.94,0.45,0.35,,0.17936804030599773,91.7389862695084,58.55524635371747
remask,humaneval_trash,256,64,0.94,0.45,0.4,,0.18045201272919653,90.82246215193177,58.296475785184604
remask,humaneval_trash,256,64,0.94,0.48,0.001,,0.17794566681018384,91.91951465339838,58.51540922269941
remask,humaneval_trash,256,64,0.94,0.48,0.1,,0.17767560566252585,92.74545068735618,59.00413442691707
remask,humaneval_trash,256,64,0.94,0.48,0.2,,0.17716210673954091,92.81616737732445,59.010389294198866
remask,humaneval_trash,256,64,0.94,0.48,0.3,,0.1783860918665658,92.23892130768387,58.932055424706235
remask,humaneval_trash,256,64,0.94,0.48,0.35,,0.18072329600194204,90.97367284126823,57.918497754464326
remask,humaneval_trash,256,64,0.94,0.48,0.4,,0.18386106302994307,89.10550025701527,56.945788666271866
remask,humaneval_trash,256,64,0.94,0.4,0.1,,0.17741885025683893,92.20985678272724,58.94262126008158
remask,humaneval_trash,256,64,0.94,0.4,0.2,,0.17736397948902544,92.4653440430963,59.17265630296193
remask,humaneval_trash,256,64,0.94,0.4,0.3,,0.17843164451521357,91.66129291187391,58.653470848267794
remask,humaneval_trash,256,64,0.94,0.4,0.35,,0.1793750101718201,91.74182958678519,58.516900262558025
remask,humaneval_trash,256,64,0.94,0.4,0.4,,0.17948626098916284,91.3337639557495,58.66516032327692
remask,humaneval_trash,256,64,0.94,0.5,0.1,,0.17950075429341653,91.67497544321778,58.407517934283675
remask,humaneval_trash,256,64,0.94,0.5,0.2,,0.1790597021827985,91.91066749229769,58.50415068815087
remask,humaneval_trash,256,64,0.94,0.5,0.3,,0.18007978104733305,91.54525659334745,58.46532702201576
remask,humaneval_trash,256,64,0.94,0.5,0.35,,0.18248857997412105,90.2484788217816,57.51345152729552
remask,humaneval_trash,256,64,0.94,0.5,0.4,,0.18526062958585549,88.45963212906246,56.57218530174407
remask,humaneval_trash,256,64,0.95,0.33,0.001,,0.17869618723626884,91.48218525285586,58.48762366805193
remask,humaneval_trash,256,64,0.95,0.33,0.1,,0.17856902565685617,91.6105198356588,58.56744764734843
remask,humaneval_trash,256,64,0.95,0.33,0.2,,0.17872564068070063,91.54308054677868,58.59850282632111
remask,humaneval_trash,256,64,0.95,0.33,0.3,,0.17921416277398455,91.27594599795835,58.4828662881129
remask,humaneval_trash,256,64,0.95,0.33,0.35,,0.1818120451052352,90.00473287090281,57.79327874620242
remask,humaneval_trash,256,64,0.95,0.33,0.4,,0.18903713126756877,86.36105941204822,55.71049894155903
remask,humaneval_trash,256,64,0.95,0.36,0.001,,0.18151292219655074,90.02225640650688,57.56622568322314
remask,humaneval_trash,256,64,0.95,0.36,0.1,,0.1814403438393619,90.06883976308433,57.595126634636166
remask,humaneval_trash,256,64,0.95,0.36,0.2,,0.18294303773371484,89.38289923542726,57.28819070560215
remask,humaneval_trash,256,64,0.95,0.36,0.3,,0.18306861668108942,89.30634416567447,57.10726857835062
remask,humaneval_trash,256,64,0.95,0.36,0.35,,0.18296269963779893,89.44236730275074,57.27291929223128
remask,humaneval_trash,256,64,0.95,0.36,0.4,,0.19147279756240157,85.33999223820021,55.14356670366638
remask,humaneval_trash,256,64,0.95,0.3,0.1,,0.17790559050534094,91.80675827439013,58.71757089798237
remask,humaneval_trash,256,64,0.95,0.3,0.2,,0.177442734543386,92.09941908464579,58.98007184355234
remask,humaneval_trash,256,64,0.95,0.3,0.3,,0.1785113246998651,91.57462898873214,58.66223453204225
remask,humaneval_trash,256,64,0.95,0.3,0.35,,0.18645043451582102,87.61279911950147,56.60373050954309
remask,humaneval_trash,256,64,0.95,0.3,0.4,,0.1939273944896249,84.1506345651263,54.587798359573675
remask,humaneval_trash,256,64,0.95,0.42,0.001,,0.1816779693074479,90.16661365355066,57.592694887494254
remask,humaneval_trash,256,64,0.95,0.42,0.1,,0.1816504038040786,90.20725427956889,57.617490093941484
remask,humaneval_trash,256,64,0.95,0.42,0.2,,0.1822916436810716,89.77585236138542,57.384434641822416
remask,humaneval_trash,256,64,0.95,0.42,0.3,,0.18378576400885555,88.69770799078665,56.92873842977714
remask,humaneval_trash,256,64,0.95,0.42,0.35,,0.18316425069205294,89.38550344211248,57.20680302195896
remask,humaneval_trash,256,64,0.95,0.42,0.4,,0.18517806745821433,88.26225322477381,56.75193333396866
remask,humaneval_trash,256,64,0.95,0.45,0.001,,0.1818185828082985,90.18133318784123,57.589042799413505
remask,humaneval_trash,256,64,0.95,0.45,0.1,,0.18145453561813377,90.35372286508338,57.658751780510734
remask,humaneval_trash,256,64,0.95,0.45,0.2,,0.18203687541479263,90.14410574539158,57.520230435280325
remask,humaneval_trash,256,64,0.95,0.45,0.3,,0.18327700750058662,89.43159334755751,57.41139336595727
